
5.19754482,1.06743208,102.68874003,8.03990838,9.5829135,0.91619954,5.18696591,229.38181796
1.20232305,3.50608281,100.53782457,9.70836242,11.5089053,5.91904514,7.06157964,119.37536539
5.24552972,4.36325195,244.41280836,8.51490433,7.35005986,4.56324954,1.90956737,1622.58204779
6.2762059,3.95207036,99.75676652,17.1170465,10.33527462,0.71907195,12.25365125,133.86710417
1.96329024,4.639096,106.681062,2.46671124,7.45991872,3.01215629,4.07902318,16253.0952
3.77727871,0.0,102.7532814,8.10630224,9.88886066,2.67119309,15.50106721,1968.90730024
1.32524058,11.85484196,267.67329296,14.6319316,6.92538163,15.86885329,0.88934641,68.87503556
76.2822144,0.0130227426,0.556075536,0.031209403,152.017194,117.756944,26.3970429,27.0134466
0.535156819,68.1281006,97.7350558,1.26133522,0.918816259,70.9651729,0.603359809,195808.184
67.907396,4.65148681,239.731868,3.62284734,29.3572758,70.2347042,0.43953698,1029.81266
0.0,9.05759876,220.487829,98.4925596,112.078041,0.657947113,35.22335,897.948946
0.136243798,5.12634721,516.094472,57.0413887,7.25351248,0.0455953012,2.61228775,171.225623
2.81716301,159.677088,1588.39721,87.4250197,17.9345601,0.0550484729,3.29306463,100.975201
19.85196268,76.19219001,32.98226183,110.96488203,12.16167114,0.0,2.08071958,618.9107171
5.68579124,64.95856795,1118.32009601,29.04162695,94.19115486,34.2324662,21.40884812,3524.99996424
0.000344984298,13.6128126,84.5181628,19.6477302,22.2102913,22.0945825,23.7226537,202.17077
33.89484383,11.34824381,508.24598582,35.56830337,12.43585119,7.95832341,0.79422572,413.07501438
0.0,31.81213213,36.5462238,3.30802088,191.98503012,0.57740811,1.84416045,198.0390024
4.58574838,16.78426814,1077.41330983,50.72481267,640.63262101,12.25828364,43.19279753,164.07237349
1.77269331,28.5027768,155.935284,176.439572,0.327981621,43.1266904,18.6414408,331.892935
5.47261397,33.6773849,707.172138,16.1999675,71.7976257,31.3005734,0.134129563,11693.2704
